ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,534
1,searcher,0,Did not die,534
2,searcher,0,Did not die,534
3,searcher,0,Did not die,534
4,searcher,0,Did not die,534
5,digger,0,Did not die,534
6,digger,0,Did not die,534
7,minerBuilder,0,Did not die,534
8,minerBuilder,0,Did not die,534
9,minerBuilder,0,Pit,460
10,minerBuilder,0,Did not die,534
11,minerBuilder,0,Pit,404
12,superMiner,0,Pit,533
13,superMiner,0,Did not die,534
14,superMiner,3,Did not die,534
15,superMiner,0,Did not die,534
16,superMiner,0,Did not die,534
17,ultimateMiner,0,Did not die,534
18,ultimateMiner,0,Did not die,534
19,ultimateMiner,0,Did not die,534
20,ultimateMiner,3,Did not die,534
21,ultimateMiner,0,Did not die,534
