numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
5,5,9,5,5,0,3000,0,1,0,549
5,5,9,5,5,2,3000,0,1,0,547
5,5,9,5,5,5,3000,0,1,0,541
5,5,9,5,5,2,3000,0,1,0,526
5,5,9,5,5,4,3000,0,1,0,543
