ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,587
1,searcher,0,Did not die,587
2,searcher,0,Did not die,587
3,searcher,0,Did not die,587
4,searcher,0,Did not die,587
5,digger,0,Did not die,587
6,digger,0,Pit,441
7,digger,0,Did not die,587
8,digger,0,Did not die,587
9,digger,0,Did not die,587
10,minerBuilder,0,Lava,586
11,minerBuilder,5,Did not die,587
12,minerBuilder,0,Pit,513
13,minerBuilder,0,Pit,398
14,minerBuilder,0,Did not die,587
15,superMiner,0,Did not die,587
16,ultimateMiner,5,Did not die,587
17,ultimateMiner,0,Did not die,587
18,ultimateMiner,0,Did not die,587
19,ultimateMiner,0,Did not die,587
20,ultimateMiner,0,Lava,560
