numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
5,5,5,3,5,10,7000,4,3,0,653
5,5,5,3,5,5,7000,2,3,0,636
5,5,5,3,5,14,7000,6,3,0,768
5,5,5,3,5,10,7000,2,3,0,629
5,5,5,3,5,5,7000,1,3,0,622
